Transaction_ID,Cardholder_Name,Age,Gender,Transaction_Amount,Merchant_Name,Merchant_Category,City,Transaction_Time,International_Transaction,Card_Present,Failed_Attempts,Fraud
TXN1087,Jennifer Kelley,60,Male,987,Johnson PLC,Electronics,Bangalore,25-04-2026 14:39,1,0,4,1
TXN1088,Bobby Leblanc,68,Male,3095.09,"Vega, Davis and Ross",Fashion,Mumbai,04-10-2025 11:15,0,0,4,1
TXN1089,Rachel Odonnell,43,Male,3411.25,Nguyen-Wilson,Grocery,Mumbai,12-01-2026 19:34,1,0,3,1
TXN1090,Jacob Martin,67,Female,3148.42,"Day, Evans and Medina",Entertainment,Chennai,02-10-2025 06:44,0,1,3,0
TXN1091,Kyle Jones,27,Female,2123.12,Mitchell-Smith,Entertainment,Mumbai,28-10-2025 00:52,0,0,2,0
TXN1092,Pamela Leon,65,Male,647.17,Estes-Lloyd,Entertainment,Mumbai,31-01-2026 04:18,0,1,5,1
TXN1093,Stephen Dennis,49,Male,4293.48,Diaz-Kim,Online Shopping,Mumbai,05-11-2025 15:18,0,1,0,1
TXN1094,Angela Rice,52,Male,524.59,Mitchell LLC,Fuel,Chennai,07-08-2025 11:21,1,1,0,0
TXN1095,Colleen Meza,39,Female,1495.2,Pena-Crawford,Online Shopping,Gurgaon,18-04-2026 11:05,0,1,3,0
TXN1096,Derrick Beck,58,Female,4237.24,"Thornton, Cox and Ellis",Fashion,Mumbai,15-08-2025 21:13,1,1,5,1
TXN1097,Christopher Hartman,48,Male,4753.53,Pugh-Hebert,Fashion,Gurgaon,02-06-2025 13:25,0,1,4,1
TXN1098,Mercedes Bell,22,Male,1473.12,Miranda-Gutierrez,Fashion,Bangalore,12-04-2026 07:42,1,0,4,1
TXN1099,Margaret Richardson,53,Male,4731.51,"Martinez, Wallace and Garcia",Travel,Mumbai,14-12-2025 20:56,1,0,4,1
TXN1100,Karen Lynn,59,Male,4871.5,"Newton, Gross and Moran",Electronics,Gurgaon,26-09-2025 23:06,1,1,4,1
TXN1101,Jonathan Olson,60,Female,3532.1,Grant Group,Entertainment,Delhi,10-09-2025 16:32,0,1,1,0
TXN1102,Stephanie Hodges,61,Female,4335.67,"Duarte, Mcknight and Alvarez",Grocery,Pune,19-09-2025 20:55,1,1,4,1
TXN1103,Daniel Holden,57,Male,373.09,"Stone, Fitzgerald and Rowland",Healthcare,Bangalore,29-07-2025 02:36,1,1,4,1
TXN1104,Mark Bradley,54,Male,1173.81,Garza-Yoder,Fuel,Mumbai,22-12-2025 11:56,1,1,0,0
TXN1105,Amy Duncan,39,Female,4065.87,Fisher and Sons,Grocery,Gurgaon,14-06-2025 15:37,1,1,3,1
TXN1106,Danielle Gordon,23,Male,3543.82,Rodriguez and Sons,Fuel,Mumbai,05-08-2025 15:47,0,1,2,0
TXN1107,Andrea Levy,27,Male,4532.71,Singleton-Lyons,Electronics,Chennai,30-03-2026 00:56,1,0,4,1
TXN1108,Katie Tucker,67,Female,2348.62,Hill-Fisher,Travel,Delhi,10-03-2026 08:13,1,1,4,1
TXN1109,Jenny Blake,58,Female,3723.62,Zimmerman PLC,Food,Gurgaon,24-05-2025 11:16,1,1,0,1
TXN1110,Billy Klein,55,Female,2187.32,"Ward, Holmes and Patrick",Fashion,Gurgaon,10-03-2026 15:56,1,0,4,1
TXN1111,Bridget White,64,Female,4456.8,"Pittman, Cain and Wilson",Grocery,Chennai,06-10-2025 16:41,0,1,4,1
TXN1112,Stephanie Johnson,53,Male,2773.73,"Daniel, Diaz and Brown",Electronics,Chennai,17-04-2026 09:54,0,0,0,0
TXN1113,Rebecca Garrett,66,Male,3481.79,Acosta and Sons,Food,Delhi,06-05-2026 06:47,0,0,5,1
TXN1114,Wesley Graham,20,Male,4506.78,Brown and Sons,Fuel,Chennai,25-04-2026 18:09,0,0,5,1
TXN1115,Tina Turner,29,Female,542.71,"Carpenter, Fields and Dixon",Fashion,Bangalore,30-04-2026 00:15,0,0,1,0
TXN1116,Michael Moore,67,Male,1337.03,"Fowler, Gonzalez and Bolton",Fashion,Delhi,15-05-2025 19:05,0,1,2,0
TXN1117,Erika Lewis,34,Female,1406.02,"Ferguson, Adkins and Soto",Entertainment,Chennai,07-10-2025 15:13,0,0,4,1
TXN1118,Anne Oconnor,30,Male,4555.53,Fry and Sons,Electronics,Chennai,27-08-2025 22:23,1,0,2,1
TXN1119,Alexander Harris,22,Male,3070.94,"Cox, Green and Walton",Healthcare,Pune,27-04-2026 04:11,1,1,1,1
TXN1120,Keith Medina,62,Male,832.52,Boyd-Burns,Online Shopping,Chennai,22-07-2025 06:40,1,0,1,0
TXN1121,Michael Houston,49,Female,4926.58,Williamson-Moody,Fuel,Delhi,13-08-2025 07:15,1,1,0,1
TXN1122,Mark Cohen,39,Female,4147.53,"Garcia, Hughes and Diaz",Travel,Gurgaon,11-11-2025 15:08,0,1,1,0
TXN1123,Vicki Holmes,58,Female,2079.95,"Thompson, Gross and Carter",Fuel,Gurgaon,30-06-2025 22:13,1,1,0,0
TXN1124,Carol Pearson,22,Male,4998.59,Stevens-Eaton,Electronics,Bangalore,15-05-2025 00:48,1,0,4,1
TXN1125,Ellen Carlson,54,Female,3787.84,Carpenter-Hooper,Entertainment,Bangalore,13-02-2026 11:20,0,1,5,1
TXN1126,Samantha Taylor,26,Female,654.51,Roberts Group,Travel,Gurgaon,17-03-2026 15:28,0,1,3,0
TXN1127,Michelle Mills,18,Female,3361.79,Ramsey-Myers,Healthcare,Bangalore,24-07-2025 02:13,1,0,1,1
TXN1128,Cody Medina,51,Male,2386.29,Hebert Group,Electronics,Mumbai,21-08-2025 10:29,1,1,0,0
TXN1129,Rebecca Herman,61,Male,2809.08,Burch-Nixon,Fuel,Chennai,27-09-2025 10:53,1,1,4,1
TXN1130,William Olson,38,Male,3200.41,Perkins Inc,Electronics,Bangalore,21-02-2026 09:02,0,1,5,1
TXN1131,Laura Lowery,51,Male,1759.43,Gallagher-Cummings,Fashion,Chennai,29-01-2026 10:11,1,1,2,0
TXN1132,Michael King,68,Female,4521.75,Marsh PLC,Entertainment,Chennai,03-07-2025 22:08,1,1,3,1
TXN1133,Justin Pierce,47,Female,3114.21,Franco-Rodriguez,Fashion,Bangalore,17-03-2026 11:36,1,0,4,1
TXN1134,Latasha Combs,21,Male,2302.14,"Sanders, Murillo and Cunningham",Food,Bangalore,11-06-2025 10:41,0,0,3,0
TXN1135,Timothy Andrade,41,Male,238.85,"Ritter, Leonard and Wright",Food,Chennai,18-08-2025 07:39,1,1,4,1
TXN1136,Maria Cruz,60,Female,2902.45,Carlson-Smith,Electronics,Mumbai,16-01-2026 04:46,1,0,2,0
TXN1137,James Walker,33,Female,3207.96,"Castro, Woods and Miller",Travel,Bangalore,12-05-2025 23:45,0,0,0,0
TXN1138,Alexander Wong,20,Female,4372.84,"Bradley, Hall and Dougherty",Grocery,Delhi,03-12-2025 09:43,1,0,2,1
TXN1139,Andrew Bowen,36,Female,4110.74,Reynolds-Bryant,Electronics,Delhi,04-02-2026 18:19,1,1,4,1
TXN1140,Candace Moore,23,Female,611.97,Jenkins Group,Fuel,Bangalore,16-09-2025 16:15,0,0,5,1
TXN1141,Donna Dixon,51,Female,652.45,"Macdonald, Barnes and Jenkins",Fuel,Delhi,01-10-2025 15:14,0,1,0,0
TXN1142,William Morgan,43,Female,3999.06,"Larson, Lee and Holmes",Electronics,Pune,06-01-2026 05:54,0,0,5,1
TXN1143,Patricia Benson,60,Male,4605.15,Medina-Lee,Fashion,Delhi,07-03-2026 11:15,0,0,3,0
TXN1144,Shawn Davidson,18,Female,431.74,"Baker, Patton and Fuller",Food,Pune,17-05-2025 08:26,1,1,5,1
TXN1145,Luis Bailey,31,Female,3095.09,Miller-Vazquez,Fashion,Pune,18-02-2026 04:39,1,1,4,1
TXN1146,Natasha Mccarthy,43,Male,193.05,Diaz-Jones,Electronics,Mumbai,29-06-2025 09:34,0,1,2,0
TXN1147,Dawn Allen,64,Male,4223.76,"Lambert, Bryant and Wolf",Travel,Mumbai,09-05-2025 12:41,0,0,4,1
TXN1148,Rick Moody,35,Male,2242.59,Mason and Sons,Grocery,Gurgaon,22-09-2025 09:26,1,1,0,0
TXN1149,Nathan Hill,54,Female,919.6,Carlson-Jordan,Grocery,Mumbai,29-03-2026 11:02,1,1,5,1
TXN1150,Brian Cook,43,Female,2681.32,Hansen and Sons,Electronics,Chennai,12-04-2026 11:28,0,1,3,0
TXN1151,Tamara Norman,42,Male,3398.72,"Cooley, Pratt and Santiago",Entertainment,Delhi,01-03-2026 18:56,0,0,1,0
TXN1152,Larry Johnson,64,Female,2925.16,Griffin-Walters,Travel,Delhi,03-04-2026 13:33,0,0,0,0
TXN1153,Jonathan Davis,61,Female,646.63,Garcia Inc,Fashion,Gurgaon,26-01-2026 21:49,0,1,1,0
TXN1154,Phillip Fernandez,51,Female,1229.32,Bennett and Sons,Entertainment,Bangalore,26-06-2025 15:35,1,1,4,1
TXN1155,Tami Moore,50,Male,47.6,Jordan-Neal,Grocery,Gurgaon,03-08-2025 22:35,1,1,3,0
TXN1156,Hannah Chan,47,Male,940.97,Moore PLC,Electronics,Mumbai,23-06-2025 03:46,0,1,0,0
TXN1157,Joshua Davis,20,Male,2627.31,Perry Ltd,Travel,Gurgaon,28-03-2026 23:05,1,1,5,1
TXN1158,Jason Bean,19,Male,2884.23,Fry LLC,Entertainment,Chennai,22-02-2026 00:26,1,0,5,1
TXN1159,Tammy Murphy,66,Female,2458.84,"Gibson, Branch and Taylor",Healthcare,Gurgaon,07-03-2026 02:26,1,1,2,0
TXN1160,Christopher Thompson,25,Male,2388.33,"Johnson, Richardson and Romero",Travel,Bangalore,15-11-2025 16:36,1,1,5,1
TXN1161,Jeremy Lee,43,Female,1625.16,Curtis LLC,Entertainment,Pune,05-08-2025 08:08,0,1,3,0
TXN1162,Charles Dennis,66,Male,2653.9,Nichols Group,Healthcare,Bangalore,06-05-2026 14:03,1,0,4,1
TXN1163,Alex Stanley,28,Female,4660.75,Conley-Perez,Online Shopping,Delhi,08-06-2025 17:38,1,1,0,1
TXN1164,Joseph Sharp,23,Male,1689.66,"Scott, Austin and Blackwell",Food,Pune,27-04-2026 23:18,1,1,1,0
TXN1165,Amber Larson,61,Female,1016.64,Strong-Sullivan,Grocery,Mumbai,21-11-2025 02:21,1,0,0,0
TXN1166,Connie Anderson,54,Female,23.53,"Myers, Solis and Johnson",Fuel,Chennai,15-08-2025 17:26,1,0,5,1
TXN1167,Christopher Lewis,52,Male,1750.85,"Cunningham, Ball and Morgan",Food,Chennai,06-07-2025 22:41,0,1,3,0
TXN1168,Hannah Allen,67,Male,630.24,Faulkner-Miller,Online Shopping,Gurgaon,22-12-2025 02:29,0,0,2,0
TXN1169,Sarah Andrade,52,Male,4632.98,Morris PLC,Fuel,Delhi,21-06-2025 05:41,0,1,4,1
TXN1170,Jason Maxwell,25,Female,4141.43,Schmidt Group,Online Shopping,Chennai,20-09-2025 13:41,1,1,5,1
TXN1171,Michael Boyd,52,Female,829.69,"Miller, Douglas and Watts",Fuel,Mumbai,02-05-2026 08:42,1,0,5,1
TXN1172,Aaron Robinson DDS,43,Female,4540.25,Smith-Sanchez,Food,Pune,07-02-2026 14:59,0,0,0,0
TXN1173,John Robles,35,Female,4084.83,Baker PLC,Entertainment,Bangalore,16-07-2025 20:27,1,0,2,1
TXN1174,Karen Gregory,55,Female,2703.51,Alvarez and Sons,Fashion,Pune,05-03-2026 13:08,1,0,0,0
TXN1175,Heather Clark,34,Female,4498.88,Lee and Sons,Online Shopping,Gurgaon,02-07-2025 20:01,1,1,2,1
TXN1176,Derek Bryant,56,Female,593.32,"Oliver, Malone and Lawrence",Fuel,Bangalore,25-12-2025 01:34,0,0,2,0
TXN1177,Steven Myers,25,Female,3471.65,"Elliott, Ingram and Bruce",Food,Gurgaon,22-04-2026 13:12,0,1,0,0
TXN1178,Mary Hendrix,69,Female,3709.89,Richard Group,Entertainment,Gurgaon,01-12-2025 21:44,0,1,0,0
TXN1179,Jennifer Grimes,54,Male,3895.07,Taylor-Chavez,Travel,Pune,23-07-2025 00:19,1,0,1,1
TXN1180,Kathleen Petty,27,Female,2474.97,Kelley-Young,Electronics,Pune,12-06-2025 02:47,1,0,5,1
TXN1181,Alice Davis,30,Male,562.05,Martinez and Sons,Entertainment,Chennai,21-09-2025 15:17,0,0,3,0
TXN1182,Lisa Thomas,32,Female,3988.5,Cook-Carey,Fashion,Bangalore,19-08-2025 13:37,1,0,3,1
TXN1183,Mr. Nathan Smith,62,Female,3602.98,Wright PLC,Online Shopping,Gurgaon,01-02-2026 08:50,1,1,3,1
TXN1184,Melissa Hart,53,Male,3583.73,Anderson-Terry,Electronics,Mumbai,28-07-2025 23:21,1,0,2,1
TXN1185,Terry Clark,27,Male,1719.2,Hartman-Trujillo,Entertainment,Delhi,24-12-2025 20:18,0,1,1,0
TXN1186,Jacqueline Jones,63,Male,3078.6,"Lang, Tanner and Ford",Fashion,Delhi,01-10-2025 15:01,0,1,5,1
TXN1187,Glenn Foster,35,Male,3061.16,Smith-Brown,Fashion,Bangalore,16-01-2026 19:41,1,1,2,1
TXN1188,Troy Smith,29,Male,520.04,Nelson-Stewart,Food,Pune,17-06-2025 22:45,1,0,4,1
TXN1189,Ronald Cohen Jr.,25,Male,3260.32,Rose and Sons,Travel,Delhi,04-02-2026 18:47,1,0,2,1
TXN1190,Daniel Carpenter,46,Female,530.19,"Davis, Jones and Velazquez",Travel,Mumbai,14-07-2025 06:30,1,1,0,0
TXN1191,Javier Williams,63,Female,1187.17,Potter Group,Fashion,Chennai,26-05-2025 14:05,0,1,5,1
TXN1192,John Swanson,40,Female,4605,Mcpherson and Sons,Online Shopping,Mumbai,22-06-2025 05:46,0,1,2,1
TXN1193,David Flowers,57,Female,3043.39,Huber PLC,Fashion,Chennai,02-07-2025 19:31,1,1,3,1
TXN1194,Barbara Garrett,43,Female,1674.16,"Miller, Hernandez and Rodriguez",Fashion,Mumbai,05-03-2026 08:16,1,1,1,0
TXN1195,Hannah Rodriguez,28,Male,4615.57,Green Ltd,Food,Gurgaon,10-10-2025 02:14,1,1,0,1
TXN1196,Jeffrey Ortiz,60,Female,173.9,Dickerson-Vincent,Grocery,Chennai,29-08-2025 08:47,1,1,0,0
TXN1197,Julie Mendez,24,Male,835.91,Pierce Ltd,Grocery,Pune,29-05-2025 02:52,1,1,4,1
TXN1198,Mary Dominguez,60,Male,3165,Jackson-Carter,Healthcare,Mumbai,02-12-2025 10:20,0,1,0,0
TXN1199,Edward Mercer,24,Male,4877.95,Shields-Ortiz,Electronics,Chennai,11-05-2025 11:21,0,1,5,1
TXN1200,Rodney Dunn,39,Female,435.89,Roberts Ltd,Grocery,Pune,30-10-2025 19:52,1,0,0,0
TXN1201,Rachel Dorsey,49,Male,344.71,"Stewart, Hanson and Leach",Fashion,Bangalore,04-10-2025 08:42,1,0,2,0
TXN1202,Amy Peterson,49,Male,2346.48,Norton-Harris,Travel,Pune,06-07-2025 15:12,1,1,5,1
TXN1203,Jordan Cunningham,33,Male,2828.56,Castro-Francis,Fashion,Gurgaon,20-04-2026 03:27,1,1,2,0
TXN1204,William Lindsey,64,Male,2642.96,Moyer Group,Fuel,Delhi,14-01-2026 10:11,0,0,5,1
TXN1205,Robert Gardner,68,Female,784.65,Sanders Inc,Online Shopping,Bangalore,16-08-2025 05:02,0,1,2,0
TXN1206,Dr. Virginia Thomas,49,Male,1368.79,Reed Ltd,Fashion,Pune,27-11-2025 03:18,0,1,3,0
TXN1207,Kristina Smith,49,Female,3582.7,Ford-Franklin,Fashion,Pune,23-05-2025 20:40,1,1,0,1
TXN1208,Shelia Taylor,20,Male,1163.06,Matthews-Key,Food,Gurgaon,25-08-2025 19:47,0,1,0,0
TXN1209,Madison Mullen,64,Male,2851.52,"Bailey, Rivera and King",Electronics,Chennai,18-03-2026 03:13,1,1,1,0
TXN1210,Natalie Thompson,52,Female,1223.43,"Lewis, Humphrey and Hogan",Electronics,Mumbai,18-02-2026 03:55,0,0,2,0
TXN1211,Lisa Hernandez,33,Female,1991.95,"Lee, Reyes and Turner",Fuel,Delhi,23-11-2025 06:20,0,0,5,1
TXN1212,Julie Walsh,48,Male,1626.71,Herrera LLC,Entertainment,Gurgaon,30-04-2026 18:34,1,1,0,0
TXN1213,Christian Thompson,40,Male,4242.16,"Chaney, Gray and Rasmussen",Entertainment,Chennai,15-01-2026 09:05,0,1,4,1
